id,name,alias,type,sex,lineage_scope,birth_year,death_year,traditional_life_years,date_quality,date_quality_detail,date_note,display_note,note
fushimi_023,伏見宮博恭王,愛賢王,prince,male,imperial,1875,1946,,A_standard,,国立国会図書館典拠（伏見宮博恭 1875–1946）および講談社『日本人名大辞典+Plus』で生没年を再確認。1875–1946を通常年代として維持する。,貞愛親王第一男子・伏見宮第23代,貞愛親王第一男子・伏見宮第23代
fushimi_024,博義王,,prince,male,imperial,1897,1938,,A_standard,,宮内庁書陵部に『伏見宮博義王殿下薨去の件 昭和13年』が現存し、国立台湾歴史博物館の収蔵品解説も博義王を1897–1938と明記する。生没年を公的機関資料で再確認できたためA_standardへ更新する。,博恭王第一男子・伏見宮継承前に薨去・博明の父,博恭王第一男子・博明王の父・祖父博恭王に先立ち薨去
fushimi_025,伏見博明,伏見宮博明王,prince,male,imperial,1932,,,B_partial_or_disputed,death_unrecorded,国立国会図書館サーチ『旧皇族の宗家・伏見宮家に生まれて : 伏見博明オーラルヒストリー』の著者紹介・著者標目が伏見博明1932年生を明示するためbirth_year=1932を公的図書館書誌で再確認。没年欄が空欄のためB_partial_or_disputedへ更新する。,博義王第一男子・伏見宮第24代・1947年皇籍離脱,博義王第一男子・伏見宮第24代・1947年皇籍離脱
kanin_001,閑院宮直仁親王,,prince,male,imperial,1704,1753,,A_standard,,環境省京都御苑資料・公開人物辞典照合,東山天皇第六皇子・閑院宮初代,東山天皇第六皇子・閑院宮初代
kanin_002,閑院宮典仁親王,慶光天皇,prince,male,imperial,1733,1794,,A_standard,,Kotobank『典仁親王』,光格天皇の実父・追尊天皇・閑院宮第2代,光格天皇の実父・追尊天皇・閑院宮第2代
u_taisho_sadako,,,marriage,,,,,,,,,大正天皇・貞明皇后の婚姻等関係節点,大正天皇・貞明皇后の婚姻等関係節点
n_sadako,貞明皇后,九条節子,civil_princess,female,non_imperial,1884,1951,,A_standard,,宮内庁書陵部・Kotobankで確認（年のみ） v3.64で大正天皇との婚姻等関係節点を修正し、昭和天皇・秩父宮雍仁親王・高松宮宣仁親王・三笠宮崇仁親王の母として系譜接続を正規化。,九条道孝・野間幾子の娘・大正天皇皇后・昭和天皇母,九条道孝・野間幾子の娘・大正天皇皇后・昭和天皇母。図上では皇室后妃として皇室側への再流入点。
t123,123 大正天皇,嘉仁親王,tenno,male,imperial,1879,1926,,A_standard,,Kotobank・宮内庁関係年表で確認（年のみ）,,
p_yasuhito,秩父宮雍仁親王,,prince,male,imperial,1902,1953,,A_standard,,大正天皇第二皇子。秩父宮。1902年6月25日生、1953年1月4日薨去。スポーツ振興・国際親善などに尽力した。1902–1953を通常年代として収録する。,大正天皇第二皇子,大正天皇第二皇子
p_nobuhito,高松宮宣仁親王,,prince,male,imperial,1905,1987,,A_standard,,大正天皇第三皇子。高松宮。1905年1月3日生、1987年2月3日薨去。海軍軍人として勤務し、戦後は国際親善・福祉・文化活動などに携わった。1905–1987を通常年代として収録する。,大正天皇第三皇子,大正天皇第三皇子
p_takahito,三笠宮崇仁親王,,prince,male,imperial,1915,2016,,A_standard,,宮内庁公開略歴（年のみ）,大正天皇第四皇子,大正天皇第四皇子
u_chichibu_setsuko,,,marriage,,,,,,,,,秩父宮雍仁親王・雍仁親王妃 勢津子の婚姻等関係節点,秩父宮雍仁親王・雍仁親王妃 勢津子の婚姻等関係節点
n_setsuko,雍仁親王妃 勢津子,松平勢津子,civil_princess,female,non_imperial,1909,1995,,A_standard,,1909年9月9日生。1928年に秩父宮雍仁親王と結婚。1995年8月25日薨去。1909–1995を通常年代として収録する。,秩父宮雍仁親王妃,秩父宮雍仁親王妃。旧名松平勢津子。
u_takamatsu_kikuko,,,marriage,,,,,,,,,高松宮宣仁親王・宣仁親王妃 喜久子の婚姻等関係節点,高松宮宣仁親王・宣仁親王妃 喜久子の婚姻等関係節点
n_kikuko,宣仁親王妃 喜久子,徳川喜久子,civil_princess,female,non_imperial,1911,2004,,A_standard,,1911年12月26日生。1930年に高松宮宣仁親王と結婚。2004年12月18日薨去。1911–2004を通常年代として収録する。,高松宮宣仁親王妃,高松宮宣仁親王妃。旧名徳川喜久子。
u_mikasa_yuriko,,,marriage,,,,,,,,,三笠宮崇仁親王・崇仁親王妃 百合子の婚姻等関係節点,三笠宮崇仁親王・崇仁親王妃 百合子の婚姻等関係節点
n_yuriko,崇仁親王妃 百合子,高木百合子,civil_princess,female,non_imperial,1923,2024,,A_standard,,宮内庁公開略歴（年のみ）,,
u_showa_nagako,,,marriage,,,,,,,,,昭和天皇・香淳皇后の婚姻等関係節点,昭和天皇・香淳皇后の婚姻等関係節点
kuni_001,久邇宮朝彦親王,青蓮院宮,prince,male,imperial,1824,1891,,A_standard,,国立国会図書館の朝彦親王関係書誌・典拠および人物辞典で1824–1891を再確認。公開系譜依存から公的図書館典拠確認済みへ更新する。,邦家親王第四男子・久邇宮初代,邦家親王第四男子・久邇宮初代・仁孝天皇養子
kuni_002,久邇宮邦彦王,,prince,male,imperial,1873,1929,,A_standard,,講談社『日本人名大辞典+Plus』で久邇宮邦彦王1873–1929を再確認。公開系譜依存から人物辞典確認済みへ更新する。,朝彦親王第三男子・久邇宮第2代・香淳皇后の父,朝彦親王第三男子・久邇宮第2代・香淳皇后の父
kuni_003,香淳皇后,良子女王,princess,female,imperial,1903,2000,,A_standard,,宮内庁・公開系譜（年のみ）,邦彦王第一女子・昭和天皇皇后,邦彦王第一女子・昭和天皇皇后
kuni_004,久邇朝融,久邇宮朝融王,prince,male,imperial,1901,1959,,A_standard,,国立国会図書館レファレンス協同データベース（山梨県立図書館提供）が久邇宮朝融王を1901–1959とし、『皇室の百科事典』『皇室事典』を参照しているため再確認済み。1901–1959を維持しA_standardへ更新する。,邦彦王第一男子・久邇宮第3代・1947年皇籍離脱,邦彦王第一男子・久邇宮第3代・1947年皇籍離脱
kuni_005,久邇邦昭,邦昭王,prince,male,imperial,1929,,,B_partial_or_disputed,death_unrecorded,宮内庁書陵部『朝融王殿下王男子御誕生御命名の件（邦昭王殿下）昭和3～4年』で1929年出生を直接確認。death_yearは空欄のためB_partial_or_disputedへ更新する。,朝融王第一男子・1947年皇籍離脱・旧久邇宮第4代,朝融王第一男子・1947年皇籍離脱・旧久邇宮第4代・元神宮大宮司
kuni_006,久邇朝尊,,imperial_descendant,male,imperial,1959,,,B_partial_or_disputed,death_unrecorded,神社新報（2022年7月11日『神宮大宮司に久邇朝尊氏』）が久邇朝尊を「昭和三十四年に東京で生まれ」と明記する。伊勢神宮大宮司就任に伴う神社界の人物紹介でbirth_year=1959を再確認した。death_yearは空欄のためB_partial_or_disputedへ更新する。,久邇邦昭第一男子・神宮大宮司,久邇邦昭第一男子・神宮大宮司
kuni_007,久邇朝建,朝建王,prince,male,imperial,1940,,,B_partial_or_disputed,death_unrecorded,宮内庁書陵部『朝融王妃知子殿下御分娩の件（朝建王殿下）昭和15年』で1940年出生を直接確認。death_yearは空欄のためB_partial_or_disputedへ更新する。,朝融王第二男子・1947年皇籍離脱,朝融王第二男子・1947年皇籍離脱・長男朝俊。公開資料で男系男子孫の存在が報告されるが氏名非公表のため未収録
kuni_008,久邇邦晴,,imperial_descendant,male,imperial,1961,,,C_secondary_genealogy,,公開系譜照合（年のみ） v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,久邇邦昭第二男子,久邇邦昭第二男子
kuni_009,久邇朝俊,,imperial_descendant,male,imperial,1971,,,C_secondary_genealogy,,久邇朝建の長男。公開系譜資料では1971年生とされる。旧宮家男系子孫の系譜確認用として収録し、詳細な個人情報は本図の目的外とする。 v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,久邇朝建第一男子,久邇朝建第一男子
kuni_010,久邇朝宏,朝宏王,prince,male,imperial,1944,,,B_partial_or_disputed,death_unrecorded,宮内庁書陵部『朝融王妃知子女王殿下御分娩王男子御誕生ニ関スル件』昭和19年および御誕生関係録で朝宏王の1944年出生を確認。death_yearは空欄のためB_partial_or_disputedへ更新する。,朝融王第三男子・1947年皇籍離脱,朝融王第三男子・1947年皇籍離脱
kuni_011,多嘉王,,prince,male,imperial,1875,1937,,A_standard,,講談社『日本人名大辞典+Plus』で久邇宮多嘉王1875–1937を再確認。公開系譜依存から人物辞典確認済みへ更新する。,朝彦親王第五男子,久邇宮朝彦親王第五男子・生涯皇族として久邇宮家に属す
kuni_012,賀彦王,,prince,male,imperial,1912,1918,,A_standard,,宮内庁書陵部『多嘉王殿下王男子御誕生の件（賀彦王殿下）明治45年』で1912年出生を確認し、『皇族雑録 大正6～12年』の大正8年条に『故賀彦王』の皇霊殿合祭記事があるため1918年没も確認できる。1912–1918を維持しA_standardへ更新する。,多嘉王第一男子・夭逝,多嘉王第一男子・夭逝
higashikuni_001,東久邇稔彦,東久邇宮稔彦王,prince,male,imperial,1887,1990,,A_standard,,首相官邸・公開系譜（年のみ）,朝彦親王第九男子・東久邇宮初代・1947年皇籍離脱,久邇宮朝彦親王第九男子・東久邇宮初代・第43代内閣総理大臣
p_toshiko,東久邇聡子,泰宮聡子内親王,princess,female,imperial,1896,1978,,A_standard,,Kotobankで確認（年のみ）,明治天皇第九皇女・稔彦王妃・1947年皇籍離脱,明治天皇第九皇女。御称号は泰宮。稔彦王妃。1947年皇籍離脱。
u_naruhiko_toshiko,,,marriage,,,,,,,,,東久邇宮稔彦王・東久邇聡子の婚姻等関係節点,東久邇宮稔彦王・東久邇聡子の婚姻等関係節点
higashikuni_002,東久邇盛厚,盛厚王,prince,male,imperial,1916,1969,,A_standard,,講談社『デジタル版 日本人名大辞典+Plus』および日外アソシエーツ『20世紀日本人名事典』が東久邇盛厚1916–1969を一致して掲げるため再確認済み。A_standardへ更新する。,稔彦王第一男子・1947年皇籍離脱,稔彦王第一男子・1947年皇籍離脱・昭和天皇第一皇女成子内親王の夫
u_morihiro_shigeko,,,marriage,,,,,,,,,盛厚王・東久邇成子の婚姻等関係節点,盛厚王・東久邇成子の婚姻等関係節点
higashikuni_003,東久邇信彦,信彦王,prince,male,imperial,1945,2019,,A_standard,,公開資料照合（年のみ）,盛厚王第一男子・1947年皇籍離脱・旧東久邇宮第2代,盛厚王第一男子・1947年皇籍離脱・旧東久邇宮第2代
higashikuni_004,東久邇征彦,,imperial_descendant,male,imperial,1973,,,C_secondary_genealogy,,公開系譜照合（年のみ） v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,東久邇信彦第一男子・旧東久邇宮第3代,東久邇信彦第一男子・旧東久邇宮第3代。公開資料で男子2名の存在が報告されるが氏名非公表のため未収録
higashikuni_005,東久邇眞彦,,imperial_descendant,male,imperial,1953,,,C_secondary_genealogy,,公開系譜照合（年のみ） v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,盛厚王第三男子,盛厚王第三男子
higashikuni_006,東久邇照彦,,imperial_descendant,male,imperial,1979,,,C_secondary_genealogy,,東久邇眞彦の長男。公開系譜資料では1979年生とされる。旧東久邇宮家の男系子孫として収録する。子世代は氏名非公表のため既存方針どおり未収録。 v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,東久邇眞彦第一男子,東久邇眞彦長男。公開資料で男子1名の存在が報告されるが氏名非公表のため未収録
higashikuni_007,東久邇睦彦,,imperial_descendant,male,imperial,1980,,,C_secondary_genealogy,,東久邇眞彦の次男。公開系譜資料では1980年生とされる。旧東久邇宮家の男系子孫として収録する。 v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,東久邇眞彦第二男子,東久邇眞彦第二男子
higashikuni_008,壬生基博,東久邇秀彦,imperial_descendant,male,imperial,1949,,,B_partial_or_disputed,death_unrecorded,公益財団法人山階鳥類研究所の公式『壬生基博 理事長紹介』が「1949年生 東京生まれ」と明記し、理事長就任歴も掲載する。birth_year=1949を法人公式プロフィールで再確認した。death_yearは空欄のためB_partial_or_disputedへ更新する。,盛厚王・成子内親王第二男子・壬生家養子,盛厚・成子の第二男子・壬生家養子・山階鳥類研究所理事長
higashikuni_009,壬生基成,,imperial_descendant,male,imperial,1979,,,C_secondary_genealogy,,壬生基博の長男。公開系譜資料では1979年生とされる。東久邇宮家から壬生家へ入った男系子孫として収録する。子世代は氏名非公表のため未収録。 v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,壬生基博第一男子,壬生基博長男。公開資料で男子1名の存在が報告されるが氏名非公表のため未収録
higashikuni_010,壬生基敦,,imperial_descendant,male,imperial,1982,,,C_secondary_genealogy,,壬生基博の次男。公開系譜資料では1982年生とされる。東久邇宮家から壬生家へ入った男系子孫として収録する。子世代は氏名非公表のため未収録。 v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,壬生基博第二男子,壬生基博次男。公開資料で男子1名の存在が報告されるが氏名非公表のため未収録
n_yoshiko_terao,寺尾佳子,,civil_princess,female,non_imperial,1927,,,C_secondary_genealogy,,東久邇盛厚の再婚相手。公開系譜資料では1927年生とされ、盛厚との間に寺尾厚彦・東久邇盛彦をもうけた。近現代民間人のため、公開系譜の範囲を超える詳細情報は収録しない。 v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,東久邇盛厚の再婚相手,東久邇盛厚の再婚相手
u_morihiro_yoshiko,,,marriage,,,,,,,,,東久邇盛厚・寺尾佳子の婚姻等関係節点,東久邇盛厚・寺尾佳子の婚姻等関係節点
higashikuni_011,寺尾厚彦,東久邇厚彦,imperial_descendant,male,imperial,1966,,,C_secondary_genealogy,,公開系譜照合（年のみ） v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,盛厚・寺尾佳子第一男子・寺尾家養子,盛厚・寺尾佳子第一男子・寺尾家養子
higashikuni_012,東久邇盛彦,,imperial_descendant,male,imperial,1967,,,C_secondary_genealogy,,公開系譜照合（年のみ） v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,盛厚・寺尾佳子第二男子,盛厚・寺尾佳子第二男子
higashikuni_013,師正王,,prince,male,imperial,1917,1923,,A_standard,,公開資料照合（年のみ）,稔彦王第二男子・夭逝,稔彦王第二男子・夭逝
higashikuni_014,多羅間俊彦,俊彦王,prince,male,imperial,1929,2015,,A_standard,,ブラジル日本文化福祉協会（文協）の公式訃報が、多羅間俊彦について2015年4月15日死去・86歳と明記する。同協会では支援および指導高等審議会の委員・会長を務めたことも公式役員ページで確認できる。既存birth_year=1929と死亡時年齢が整合するためdeath_year=2015を追加し、1929–2015としてA_standardへ更新する。,稔彦王第四男子・1947年皇籍離脱,稔彦王第四男子・1947年皇籍離脱・のち多羅間家の養子となりブラジルへ移住
higashikuni_015,多羅間アルフレッド稔彦,,imperial_descendant,male,imperial,1955,,,C_secondary_genealogy,,多羅間俊彦の一人息子として公開系譜で確認される男系男子。公開系譜資料では1955年生とされる。日本国外で生活する民間人であり、系譜確認に必要な範囲のみ収録する。 v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,多羅間俊彦一人息子,多羅間俊彦の一人息子として公開資料で確認される男系男子
kitashirakawa_005,北白川宮智成親王,,prince,male,imperial,1856,1872,,B_partial_or_disputed,disputed_birth;value_corrected,北白川宮智成親王は安政3年6月21日生で、西暦換算は1856年。v3.56までbirth_year=1855としていたため1856へ修正。公開系譜間に1855/1856の差が見られるため、修正後もB_partial_or_disputedとして典拠差を保持する。,邦家親王第十三男子・聖護院宮第2代・北白川宮初代,伏見宮邦家親王第十三男子・孝明天皇猶子・北白川宮初代・実子なし・夭逝
kitashirakawa_001,北白川宮能久親王,輪王寺宮公現親王,prince,male,imperial,1847,1895,,A_standard,,国立国会図書館『近代日本人の肖像』で北白川宮能久親王1847–1895を再確認。公的図書館資料確認済み。,邦家親王第九男子・北白川宮第2代,伏見宮邦家親王第九男子・仁孝天皇養子・北白川宮智成親王薨去後に北白川宮第2代を継承
kitashirakawa_002,北白川宮成久王,,prince,male,imperial,1887,1923,,A_standard,,講談社『日本人名大辞典+Plus』で北白川宮成久王1887–1923を再確認。公開系譜依存から人物辞典確認済みへ更新する。,能久親王第三男子・北白川宮第3代,能久親王第三男子・北白川宮第3代・明治天皇第七皇女房子内親王の夫
p_fusako_meiji,北白川房子,周宮房子内親王,princess,female,imperial,1890,1974,,A_standard,,Kotobankで確認（年のみ）,明治天皇第七皇女・成久王妃・1947年皇籍離脱,明治天皇第七皇女。御称号は周宮。成久王妃。1947年皇籍離脱。
u_naruhisa_fusako,,,marriage,,,,,,,,,北白川宮成久王・北白川房子の婚姻等関係節点,北白川宮成久王・北白川房子の婚姻等関係節点
kitashirakawa_003,北白川宮永久王,,prince,male,imperial,1910,1940,,A_standard,,国立国会図書館サーチの皇族軍人伝記集成件名典拠で北白川宮永久王1910–1940を再確認。公的図書館典拠確認済み。,成久王第一男子・北白川宮第4代,成久王第一男子・北白川宮第4代
kitashirakawa_004,北白川道久,北白川宮道久王,prince,male,imperial,1937,2018,,A_standard,,公開資料照合（年のみ）,永久王第一男子・北白川宮第5代・1947年皇籍離脱,永久王第一男子・北白川宮第5代・1947年皇籍離脱
takeda_001,竹田宮恒久王,,prince,male,imperial,1882,1919,,A_standard,,講談社『日本人名大辞典+Plus』で竹田宮恒久王1882–1919を再確認。公開系譜依存から人物辞典確認済みへ更新する。,能久親王第一男子・竹田宮初代,能久親王第一男子・竹田宮初代
p_masako_meiji,恒久王妃 昌子内親王,常宮昌子内親王,princess,female,imperial,1888,1940,,A_standard,,公開皇族系譜で確認（年のみ）,明治天皇第六皇女,明治天皇第六皇女。御称号は常宮。恒久王妃。
u_tsunehisa_masako,,,marriage,,,,,,,,,竹田宮恒久王・恒久王妃 昌子内親王の婚姻等関係節点,竹田宮恒久王・恒久王妃 昌子内親王の婚姻等関係節点
takeda_002,竹田恒徳,竹田宮恒徳王,prince,male,imperial,1909,1992,,A_standard,,公開資料照合（年のみ）,恒久王第一男子・竹田宮第2代・1947年皇籍離脱,恒久王第一男子・竹田宮第2代・1947年皇籍離脱
takeda_003,竹田恒正,恒正王,prince,male,imperial,1940,,,B_partial_or_disputed,death_unrecorded,宮内庁書陵部『恒徳王妃光子殿下御分娩の件（恒正王殿下）昭和15年』で1940年出生を直接確認。death_yearは空欄のためB_partial_or_disputedへ更新する。,恒徳王第一男子・1947年皇籍離脱・旧竹田宮第3代,恒徳王第一男子・1947年皇籍離脱・旧竹田宮第3代
takeda_004,竹田恒治,恒治王,prince,male,imperial,1944,,,B_partial_or_disputed,death_unrecorded,宮内庁書陵部『恒徳王妃光子殿下御分娩の件（恒治王殿下）昭和19年』で1944年出生を直接確認。death_yearは空欄のためB_partial_or_disputedへ更新する。,恒徳王第二男子・1947年皇籍離脱,恒徳王第二男子・1947年皇籍離脱
takeda_005,竹田恒和,,imperial_descendant,male,imperial,1947,,,B_partial_or_disputed,death_unrecorded,日本オリンピック委員会（JOC）公式プロフィールで竹田恆和の生年月日を1947年11月1日と確認。birth_year=1947を維持し、death_yearは空欄のためB_partial_or_disputedへ更新する。,恒徳王第三男子・皇籍離脱後に出生,恒徳王第三男子・皇籍離脱後に出生・元JOC会長
takeda_006,竹田恒貴,,imperial_descendant,male,imperial,1974,,,C_secondary_genealogy,,公開系譜照合（年のみ） v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,竹田恒正第一男子,竹田恒正第一男子
takeda_007,竹田恒昭,,imperial_descendant,male,imperial,1979,,,C_secondary_genealogy,,竹田恒治の長男。公開系譜資料では1979年生とされる。旧竹田宮家の男系子孫として収録する。 v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,竹田恒治第一男子,竹田恒治第一男子
takeda_008,竹田恒智,,imperial_descendant,male,imperial,1980,,,C_secondary_genealogy,,竹田恒治の次男。公開系譜資料では1980年生とされる。旧竹田宮家の男系子孫として収録する。 v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,竹田恒治第二男子,竹田恒治第二男子
takeda_009,竹田恒泰,,imperial_descendant,male,imperial,1975,,,B_partial_or_disputed,death_unrecorded,"国立国会図書館典拠（竹田, 恒泰／典拠ID 01024918）が生年1975を明記し、PHP研究所・NDL書誌の著者紹介も1975年生で一致する。著名人として公開情報を追加検証し、birth_year=1975を維持。death_yearは空欄のためB_partial_or_disputedへ更新する。",竹田恒和第一男子,竹田恒和第一男子
takeda_010,竹田恒俊,,imperial_descendant,male,imperial,1978,,,C_secondary_genealogy,,竹田恒和の次男。公開系譜資料では1978年生とされる。旧竹田宮家の男系子孫として収録する。 v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,竹田恒和第二男子,竹田恒和第二男子
t124,124 昭和天皇,裕仁親王,tenno,male,imperial,1901,1989,,A_standard,,宮内庁公開略歴（年のみ）,大正天皇第一皇子・第124代天皇・昭和,大正天皇第一皇子・第124代天皇・昭和
p_masahito_02,常陸宮正仁親王,,prince,male,imperial,1935,,,A_standard,,宮内庁公開略歴（年のみ）,昭和天皇第二皇子,昭和天皇第二皇子
u_hitachi_hanako,,,marriage,,,,,,,,,常陸宮正仁親王・正仁親王妃 華子の婚姻等関係節点,常陸宮正仁親王・正仁親王妃 華子の婚姻等関係節点
n_hanako,正仁親王妃 華子,津軽華子,civil_princess,female,non_imperial,1940,,,A_standard,,宮内庁公開略歴（年のみ）,,
p_shigeko,東久邇成子,照宮成子内親王,princess,female,imperial,1925,1961,,A_standard,,宮内庁・公開系譜（年のみ）,昭和天皇第一皇女・盛厚王妃・1947年皇籍離脱,昭和天皇第一皇女。御称号は照宮。盛厚王妃。1947年皇籍離脱。
p_kazuko,鷹司和子,孝宮和子内親王,princess,female,imperial,1929,1989,,A_standard,,宮内庁・公開系譜（年のみ）,昭和天皇第三皇女・1950年婚姻により皇族の身分を離れる,昭和天皇第三皇女・1950年婚姻により皇族の身分を離れる
p_atsuko,池田厚子,順宮厚子内親王,princess,female,imperial,1931,,,A_standard,,宮内庁公開略歴（年のみ）,昭和天皇第四皇女・1952年婚姻により皇族の身分を離れる,昭和天皇第四皇女・1952年婚姻により皇族の身分を離れる
p_takako,島津貴子,清宮貴子内親王,princess,female,imperial,1939,,,A_standard,,宮内庁公開略歴（年のみ）,昭和天皇第五皇女・1960年婚姻により皇族の身分を離れる,昭和天皇第五皇女・1960年婚姻により皇族の身分を離れる
u_joko_michiko,,,marriage,,,,,,,,,上皇・上皇后美智子の婚姻等関係節点,上皇・上皇后美智子の婚姻等関係節点
n_michiko,上皇后 美智子,正田美智子,civil_princess,female,non_imperial,1934,,,A_standard,,宮内庁公開略歴（年のみ）,,
t125,125 上皇,明仁親王,tenno,male,imperial,1933,,,A_standard,,宮内庁公開略歴（年のみ）,昭和天皇第一皇子・第125代天皇・平成,昭和天皇第一皇子・第125代天皇・平成
p_fumihito,秋篠宮文仁親王,,prince,male,imperial,1965,,,A_standard,,宮内庁公開略歴（年のみ）,上皇第二皇子・皇嗣,上皇第二皇子
p_sayako,黒田清子,紀宮清子内親王,princess,female,imperial,1969,,,A_standard,,宮内庁公開略歴（年のみ）,上皇第一皇女・2005年婚姻により皇族の身分を離れる,上皇第一皇女・2005年婚姻により皇族の身分を離れる
u_naruhito_masako,,,marriage,,,,,,,,,今上天皇・皇后雅子の婚姻等関係節点,今上天皇・皇后雅子の婚姻等関係節点
n_masako,皇后 雅子,小和田雅子,civil_princess,female,non_imperial,1963,,,A_standard,,宮内庁公開略歴（年のみ）,,
t126,126 今上天皇,徳仁親王,tenno,male,imperial,1960,,,A_standard,,宮内庁公開略歴（年のみ）,上皇第一皇子・第126代天皇・令和,上皇第一皇子・第126代天皇・令和
p_aiko,敬宮愛子内親王,,princess,female,imperial,2001,,,A_standard,,宮内庁公開略歴（年のみ）,今上天皇第一皇女,今上天皇第一皇女
u_akishino_kiko,,,marriage,,,,,,,,,秋篠宮文仁親王・文仁親王妃 紀子の婚姻等関係節点,秋篠宮文仁親王・文仁親王妃 紀子の婚姻等関係節点
n_kiko,文仁親王妃 紀子,川嶋紀子,civil_princess,female,non_imperial,1966,,,A_standard,,宮内庁公開略歴（年のみ）,皇嗣妃,
p_hisahito,悠仁親王,,prince,male,imperial,2006,,,A_standard,,宮内庁公開略歴（年のみ）,文仁親王第一男子,文仁親王第一男子
p_kako,佳子内親王,,princess,female,imperial,1994,,,A_standard,,宮内庁公開略歴（年のみ）,文仁親王第二女子,文仁親王第二女子
p_mako,小室眞子,眞子内親王,princess,female,imperial,1991,,,A_standard,,宮内庁公開略歴（年のみ）,文仁親王第一女子・2021年婚姻により皇族の身分を離れる,文仁親王第一女子・2021年婚姻により皇族の身分を離れる
p_tomohito,寛仁親王,,prince,male,imperial,1946,2012,,A_standard,,宮内庁公開略歴（年のみ）,崇仁親王第一男子,崇仁親王第一男子
p_yoshihito,桂宮宜仁親王,,prince,male,imperial,1948,2014,,A_standard,,宮内庁公開略歴（年のみ）,崇仁親王第二男子,崇仁親王第二男子
p_norihito,高円宮憲仁親王,,prince,male,imperial,1954,2002,,A_standard,,宮内庁公開略歴（年のみ）,崇仁親王第三男子,崇仁親王第三男子
u_tomohito_nobuko,,,marriage,,,,,,,,,寛仁親王・寛仁親王妃 信子の婚姻等関係節点,寛仁親王・寛仁親王妃 信子の婚姻等関係節点
u_norihito_hisako,,,marriage,,,,,,,,,高円宮憲仁親王・憲仁親王妃 久子の婚姻等関係節点,高円宮憲仁親王・憲仁親王妃 久子の婚姻等関係節点
